fb_a	fb_b	symbol_a	symbol_b	interaction
FBgn0003513|FBgn0003042	FBgn0003862	ss|Pc	trx	genetic
FBgn0266557	FBgn0283499	kis	InR	genetic
FBgn0265778	FBgn0003205	PDZ-GEF	Ras85D	genetic
FBgn0013717	FBgn0002284	not	Prosβ6	genetic
FBgn0000581	FBgn0027655	E(Pc)	htt	genetic
FBgn0001137	FBgn0027053	grk	CSN5	genetic
FBgn0283712	FBgn0010333|FBgn0014011	LIMK1	Rac1|Rac2	genetic
FBgn0011715	FBgn0033349	Snr1	CG8243	genetic
FBgn0003042	FBgn0010313	Pc	corto	genetic
FBgn0002622	FBgn0033051|FBgn0026404	RpS3	Strica|Dronc	genetic
FBgn0004647	FBgn0013936	N	E(nd)195	genetic
FBgn0003371	FBgn0046332	sgg	gskt	genetic
FBgn0011766|FBgn0011763	FBgn0262451	E2f1|Dp	mir-ban	genetic
FBgn0003205	FBgn0040327	Ras85D	EY3-4	genetic
FBgn0004644	FBgn0263930	hh	dally	genetic
FBgn0035039	FBgn0019960	Adck1	Mitofilin	genetic
FBgn0005631	FBgn0002543	robo1	robo2	genetic
FBgn0003205	FBgn0001297	Ras85D	kay	genetic
FBgn0003079	FBgn0262866	Raf	S6kII	genetic
FBgn0028707	FBgn0027655	Mt2	htt	genetic
FBgn0011715	FBgn0025825	Snr1	HDAC3	genetic
FBgn0029870	FBgn0261276	Marf	Opa1	genetic
FBgn0003091	FBgn0262738	Pkc53E	norpA	genetic
FBgn0000591	FBgn0264492	E(spl)m8-HLH	CkIIα	genetic
FBgn0002576	FBgn0023219	lz	E(lz)178	genetic
FBgn0262656	FBgn0038475	Myc	Keap1	genetic
FBgn0263289	FBgn0261984	scrib	Ire1	genetic
FBgn0261549	FBgn0003861	rdgA	trp	genetic
FBgn0001169	FBgn0001238	H	hv	genetic
FBgn0034599	FBgn0086655	hng1	jing	genetic
FBgn0004652	FBgn0000606	fru	eve	genetic
FBgn0044324	FBgn0004595	Chro	pros	genetic
FBgn0035977	FBgn0035976	PGRP-LF	PGRP-LC	genetic
FBgn0015509	FBgn0035853	Cul1	UbcE2M	genetic
FBgn0026598	FBgn0015589	Apc2	Apc	genetic
FBgn0002413	FBgn0262029	dco	dachs	genetic
FBgn0003410	FBgn0024305	sina	SS3-6	genetic
FBgn0041100	FBgn0034936	park	Stoml2	genetic
FBgn0028381	FBgn0034366	Decay	Atg7	genetic
FBgn0035533	FBgn0041781	Cip4	SCAR	genetic
FBgn0278608	FBgn0003339	Dsp1	Scr	genetic
FBgn0011706	FBgn0260635	rpr	Diap1	genetic
FBgn0001086	FBgn0000229	fzy	bsk	genetic
FBgn0004647	FBgn0002022	N	Catsup	genetic
FBgn0010300	FBgn0262656	brat	Myc	genetic
FBgn0086371	FBgn0010379	Elp6	Akt	genetic
FBgn0020224	FBgn0266452	Cbl	Ctps	genetic
FBgn0003651	FBgn0003079	svp	Raf	genetic
FBgn0260397	FBgn0003209	Su(var)3-3	raw	genetic
FBgn0004197	FBgn0027338	Ser	Kap-α3	genetic
FBgn0025790	FBgn0286511	TBPH	Pld	genetic
FBgn0040931	FBgn0266599	NdufA3	Hsc70-4	genetic
FBgn0003731	FBgn0267487	Egfr	Ptp61F	genetic
FBgn0033051	FBgn0026404	Strica	Dronc	genetic
FBgn0019804	FBgn0264959	ksr::tor	Src42A	genetic
FBgn0003870	FBgn0041111	ttk	lilli	genetic
FBgn0041171	FBgn0266411	ago	sima	genetic
FBgn0003444	FBgn0083249	smo	E(smoDN)O	genetic
FBgn0024277	FBgn0010333	trio	Rac1	genetic
FBgn0260747	FBgn0041100	Chchd2	park	genetic
FBgn0052062	FBgn0283471	Rbfox1	wupA	genetic
FBgn0039227	FBgn0260397	polybromo	Su(var)3-3	genetic
FBgn0264270	FBgn0024987	Sxl	ssx	genetic
FBgn0284421	FBgn0003205	Psn	Ras85D	genetic
FBgn0033483	FBgn0000499	egr	dsh	genetic
FBgn0002576	FBgn0001233	lz	Hsp83	genetic
FBgn0001168|FBgn0001139	FBgn0020496	hry|gro	CtBP	genetic
FBgn0041174	FBgn0005626	Vhl	ple	genetic
FBgn0287768	FBgn0000137	esg	ase	genetic
FBgn0004657	FBgn0289650	mys	jbug	genetic
FBgn0001325	FBgn0035471	Kr	Sc2	genetic
FBgn0025641	FBgn0010333|FBgn0039532|FBgn0014011	DAAM	Rac1|Mtl|Rac2	genetic
FBgn0262656	FBgn0028325	Myc	Pdha	genetic
FBgn0021796	FBgn0263395	mTor	hppy	genetic
FBgn0004647	FBgn0001169	N	H	genetic
FBgn0020309	FBgn0262656	crol	Myc	genetic
FBgn0000212	FBgn0000490	brm	dpp	genetic
FBgn0026428	FBgn0027655	HDAC6	htt	genetic
FBgn0036007	FBgn0003165	path	pum	genetic
FBgn0003731	FBgn0003165	Egfr	pum	genetic
FBgn0285926	FBgn0011766	Imp	E2f1	genetic
FBgn0023083	FBgn0265042	fray	Irk1	genetic
FBgn0003444	FBgn0003892	smo	ptc	genetic
FBgn0020412	FBgn0263755	JIL-1	Su(var)3-9	genetic
FBgn0003382	FBgn0086698	sha	frtz	genetic
FBgn0025637	FBgn0283499	SkpA	InR	genetic
FBgn0029891	FBgn0015222	Pink1	Fer1HCH	genetic
FBgn0260003	FBgn0284246	Dys	l(2)k09848	genetic
FBgn0010333	FBgn0025740	Rac1	PlexB	genetic
FBgn0011715	FBgn0000629	Snr1	E(z)	genetic
FBgn0034072	FBgn0026252	Dg	msk	genetic
FBgn0026597	FBgn0261648	Axn	salm	genetic
FBgn0003205	FBgn0016646	Ras85D	ER3-4	genetic
FBgn0033483	FBgn0261984	egr	Ire1	genetic
FBgn0003731|FBgn0263289	FBgn0243511	Egfr|scrib	psidin	genetic
FBgn0015589	FBgn0035153|FBgn0037076	Apc	ebd1|ebd2	genetic
FBgn0010382	FBgn0003391	CycE	shg	genetic
FBgn0001169	FBgn0010303	H	hep	genetic
FBgn0262955	FBgn0025130	Polr2B	su(RpII140<up>Z36</up>)S17	genetic
FBgn0002914	FBgn0011766|FBgn0011763	Myb	E2f1|Dp	genetic
FBgn0036741	FBgn0024234	anchor	gbb	genetic
FBgn0003507	FBgn0002576	srp	lz	genetic
FBgn0003969	FBgn0003731	vap	Egfr	genetic
FBgn0005561	FBgn0003130	sv	Poxn	genetic
FBgn0284084	FBgn0020496	wg	CtBP	genetic
FBgn0284084|FBgn0016977	FBgn0027548	wg|spen	nito	genetic
FBgn0000022	FBgn0013469	ac	klu	genetic
FBgn0035142	FBgn0016917	Hipk	Stat92E	genetic
FBgn0261456	FBgn0005649	hpo	Rox8	genetic
FBgn0025743	FBgn0264959	mbt	Src42A	genetic
FBgn0003205	FBgn0262866	Ras85D	S6kII	genetic
FBgn0002973	FBgn0001169	numb	H	genetic
FBgn0062442	FBgn0002567	Cisd	Rab32	genetic
FBgn0001108	FBgn0003310	DCTN1-p150	S	genetic
FBgn0000463	FBgn0010076	Delta	Ni-K	genetic
FBgn0003366	FBgn0016794	sev	dos	genetic
FBgn0004569	FBgn0000237	aos	bul	genetic
FBgn0001319	FBgn0037222	kn	CG14642	genetic
FBgn0000241	FBgn0262830	bw	LAS110	genetic
FBgn0085408	FBgn0003721	Shrm	Tm1	genetic
FBgn0039709	FBgn0039707	Cad99C	Prtl99C	genetic
FBgn0000463	FBgn0015904	Delta	ara	genetic
FBgn0000996	FBgn0262432	dup	mir-8	genetic
FBgn0030600	FBgn0034646	hiw	Rae1	genetic
FBgn0003042	FBgn0000212	Pc	brm	genetic
FBgn0028734	FBgn0020258	Fmr1	ppk	genetic
FBgn0005677	FBgn0004861	dac	ph-p	genetic
FBgn0039431	FBgn0011300	plum	babo	genetic
FBgn0027497	FBgn0259246	Madm	brp	genetic
FBgn0003996	FBgn0263049	w	lncRNA:let7C	genetic
FBgn0030926	FBgn0051217	psh	modSP	genetic
FBgn0003495	FBgn0262582	spz	cic	genetic
FBgn0002914	FBgn0003525	Myb	stg	genetic
FBgn0011592	FBgn0039734	fra	Tace	genetic
FBgn0265487	FBgn0034246	mbl	Dcr-2	genetic
FBgn0003118	FBgn0000547	pnt	ed	genetic
FBgn0029891	FBgn0286784	Pink1	TER94	genetic
FBgn0003205	FBgn0002413	Ras85D	dco	genetic
FBgn0052418	FBgn0000229	vito	bsk	genetic
FBgn0004635	FBgn0086656	rho	shrb	genetic
FBgn0002940	FBgn0039875|FBgn0030693	ninaE	sip3|sordd1	genetic
FBgn0266464	FBgn0261617	Nsf2	nej	genetic
FBgn0266418	FBgn0263782	wake	Hmgcr	genetic
FBgn0264089	FBgn0005631	sli	robo1	genetic
FBgn0264959	FBgn0001965	Src42A	Sos	genetic
FBgn0002973	FBgn0010300	numb	brat	genetic
FBgn0004956	FBgn0003716	upd1	tkv	genetic
FBgn0037875	FBgn0035432	ZnT86D	ZnT63C	genetic
FBgn0025457	FBgn0016917	Bub3	Stat92E	genetic
FBgn0263289	FBgn0000229	scrib	bsk	genetic
FBgn0261786	FBgn0013548	mi	l(2)dtl	genetic
FBgn0000490	FBgn0263667	dpp	Lpt	genetic
FBgn0084551	FBgn0285944	Swg	para	genetic
FBgn0030600	FBgn0037647	hiw	RagA-B	genetic
FBgn0000499	FBgn0003444	dsh	smo	genetic
FBgn0030695	FBgn0014018	PGRP-LE	Rel	genetic
FBgn0266098	FBgn0003256	rg	rl	genetic
FBgn0025457	FBgn0011706	Bub3	rpr	genetic
FBgn0035719	FBgn0003514	tow	sqh	genetic
FBgn0011706	FBgn0004956	rpr	upd1	genetic
FBgn0000405	FBgn0004106	CycB	Cdk1	genetic
FBgn0011763|FBgn0011766	FBgn0003042	Dp|E2f1	Pc	genetic
FBgn0000635	FBgn0003256	Fas2	rl	genetic
FBgn0003975	FBgn0000490	vg	dpp	genetic
FBgn0003721	FBgn0046119	Tm1	E(To)6	genetic
FBgn0260635	FBgn0032525	Diap1	Hsp60D	genetic
FBgn0003444	FBgn0083310	smo	E(smoDN)1419	genetic
FBgn0003302	FBgn0003205	rux	Ras85D	genetic
FBgn0003205|FBgn0040294	FBgn0011739	Ras85D|POSH	wts	genetic
FBgn0003205	FBgn0000237	Ras85D	bul	genetic
FBgn0004647	FBgn0019855	N	anon-IX	genetic
FBgn0039647	FBgn0066127	jus	E(sda)G	genetic
FBgn0038197	FBgn0031006	foxo	rictor	genetic
FBgn0283471	FBgn0264695	wupA	Mhc	genetic
FBgn0000439	FBgn0026013	Dfd	WC1	genetic
FBgn0038197	FBgn0002783	foxo	mor	genetic
FBgn0026598|FBgn0015589	FBgn0260635	Apc2|Apc	Diap1	genetic
FBgn0085408	FBgn0287873	Shrm	zip	genetic
FBgn0002931	FBgn0003310|FBgn0015905	net	S|ast	genetic
FBgn0034599	FBgn0035160	hng1	hng3	genetic
FBgn0010397	FBgn0038020	LamC	GstD9	genetic
FBgn0037647	FBgn0263395	RagA-B	hppy	genetic
FBgn0041100	FBgn0000261	park	Cat	genetic
FBgn0001195	FBgn0000229	His1	bsk	genetic
FBgn0260003	FBgn0000490	Dys	dpp	genetic
FBgn0035379|FBgn0261526	FBgn0028370	spz5|NT1	kek3	genetic
FBgn0032246	FBgn0038167	Wdfy2	Lkb1	genetic
FBgn0265630	FBgn0001169	sno	H	genetic
FBgn0034970|FBgn0013726	FBgn0000229	yki|pnut	bsk	genetic
FBgn0000117	FBgn0014847	arm	Egfr::tor	genetic
FBgn0261549	FBgn0010350	rdgA	Cds	genetic
FBgn0031057	FBgn0004635	Ubqn	rho	genetic
FBgn0053208	FBgn0015279	Mical	Pi3K92E	genetic
FBgn0025457	FBgn0243512	Bub3	puc	genetic
FBgn0003041|FBgn0011259	FBgn0025741	pbl|Sema1a	PlexA	genetic
FBgn0086356	FBgn0004635|FBgn0003984	tum	rho|vn	genetic
FBgn0003042	FBgn0011217	Pc	eff	genetic
FBgn0036461	FBgn0002022	Zip71B	Catsup	genetic
FBgn0010333	FBgn0000229	Rac1	bsk	genetic
FBgn0266136	FBgn0011259	Gyc76C	Sema1a	genetic
FBgn0287478	FBgn0000121	Camta	Arr2	genetic
FBgn0000463	FBgn0010028	Delta	E(Delta)F25	genetic
FBgn0004647	FBgn0022764	N	Sin3A	genetic
FBgn0011763|FBgn0011766	FBgn0028629	Dp|E2f1	ksh-18	genetic
FBgn0011591	FBgn0025625	fng	Sik2	genetic
FBgn0026317	FBgn0261602	Tsc1	RpL8	genetic
FBgn0011817	FBgn0004369	nmo	Ptp99A	genetic
FBgn0033483	FBgn0010516	egr	wal	genetic
FBgn0032901	FBgn0036666	sky	TSG101	genetic
FBgn0001325	FBgn0000575	Kr	emc	genetic
FBgn0266557	FBgn0000229	kis	bsk	genetic
FBgn0284084	FBgn0029123	wg	SoxN	genetic
FBgn0041100	FBgn0026761	park	Trap1	genetic
FBgn0003015	FBgn0063485	osk	Lasp	genetic
FBgn0003205	FBgn0000308	Ras85D	chic	genetic
FBgn0261850	FBgn0010382	Xpd	CycE	genetic
FBgn0010389	FBgn0022739	htl	btl::Egfr	genetic
FBgn0286723	FBgn0027348	hll	bgm	genetic
FBgn0041100	FBgn0010226	park	GstS1	genetic
FBgn0003042	FBgn0263933	Pc	ebi	genetic
FBgn0031879	FBgn0000524	uif	dx	genetic
FBgn0000108	FBgn0261112	Appl	APP-BP1	genetic
FBgn0085408	FBgn0027066	Shrm	Eb1	genetic
FBgn0035708	FBgn0027594	axed	drpr	genetic
FBgn0003117	FBgn0022764	pnr	Sin3A	genetic
FBgn0004864	FBgn0014020	hop	Rho1	genetic
FBgn0033483|FBgn0014343	FBgn0020496	egr|mirr	CtBP	genetic
FBgn0003654	FBgn0011760	sw	ctp	genetic
FBgn0004644	FBgn0000179	hh	bi	genetic
FBgn0029123	FBgn0001983	SoxN	wor	genetic
FBgn0025641	FBgn0000578	DAAM	ena	genetic
FBgn0260635	FBgn0011217	Diap1	eff	genetic
FBgn0010433	FBgn0000463	ato	Delta	genetic
FBgn0003205	FBgn0266672	Ras85D	Sec8	genetic
FBgn0263391	FBgn0014141	hts	cher	genetic
FBgn0052666	FBgn0003514	Drak	sqh	genetic
FBgn0010235	FBgn0000108	Klc	Appl	genetic
FBgn0010382	FBgn0003892	CycE	ptc	genetic
FBgn0003371	FBgn0284084	sgg	wg	genetic
FBgn0015279|FBgn0022739	FBgn0033438	Pi3K92E|btl::Egfr	Mmp2	genetic
FBgn0000490	FBgn0043563	dpp	Su(hh)IV	genetic
FBgn0037875	FBgn0039714	ZnT86D	Zip99C	genetic
FBgn0003444	FBgn0003892	smo	ptc	genetic
FBgn0034970	FBgn0267973	yki	Ncoa6::sd	genetic
FBgn0004647	FBgn0013764	N	Chi	genetic
FBgn0010415	FBgn0041604	Sdc	dlp	genetic
FBgn0029891	FBgn0033357	Pink1	Tom7	genetic
FBgn0000182	FBgn0262656	BicC	Myc	genetic
FBgn0010300	FBgn0030731	brat	Mfe2	genetic
FBgn0259243	FBgn0000479	Pka-R1	dnc	genetic
FBgn0035142	FBgn0000117	Hipk	arm	genetic
FBgn0000427	FBgn0046846	dec	dec::Dvir\dec	genetic
FBgn0267978|FBgn0265598	FBgn0260811	ap|Bx	EP3-1809	genetic
FBgn0004569	FBgn0040068	aos	Vav	genetic
FBgn0036461	FBgn0024236	Zip71B	foi	genetic
FBgn0262518	FBgn0001297	Rab8	kay	genetic
FBgn0003996	FBgn0020612|FBgn0017571	w	Ufo|Mow	genetic
FBgn0033885	FBgn0015279	DJ-1α	Pi3K92E	genetic
FBgn0026160	FBgn0002783	tna	mor	genetic
FBgn0016976|FBgn0016975	FBgn0004242	stnA|stnB	Syt1	genetic
FBgn0261722	FBgn0285971	fwe	prg	genetic
FBgn0001965	FBgn0003366	Sos	sev	genetic
FBgn0003165	FBgn0260635	pum	Diap1	genetic
FBgn0267978	FBgn0011591	ap	fng	genetic
FBgn0260934	FBgn0266579	par-1	tau	genetic
FBgn0000014	FBgn0259211	abd-A	grh	genetic
FBgn0066333	FBgn0011674	pon::pins	insc	genetic
FBgn0261549	FBgn0041087	rdgA	wun2	genetic
FBgn0030057	FBgn0036039	Ppt1	Naa60	genetic
FBgn0259685	FBgn0267698	crb	Pak	genetic
FBgn0286070	FBgn0002044	cnk	swm	genetic
FBgn0023076	FBgn0000053	Clk	Gart	genetic
FBgn0031424	FBgn0038837	VGlut	KaiR1D	genetic
FBgn0003514	FBgn0287873	sqh	zip	genetic
FBgn0003041	FBgn0027492	pbl	wdb	genetic
FBgn0015946	FBgn0262403	grim	mir-278	genetic
FBgn0014179	FBgn0261963	gcm	mid	genetic
FBgn0003480	FBgn0026250	spn-B	eIF1A	genetic
FBgn0010397	FBgn0260945	LamC	Atg1	genetic
FBgn0003130	FBgn0262656	Poxn	Myc	genetic
FBgn0001320	FBgn0004374	kni	neb	genetic
FBgn0000017	FBgn0267487	Abl	Ptp61F	genetic
FBgn0260934	FBgn0001624	par-1	dlg1	genetic
FBgn0001133	FBgn0000351	grau	cort	genetic
FBgn0284084	FBgn0039044	wg	p53	genetic
FBgn0005558	FBgn0020496	ey	CtBP	genetic
FBgn0011826	FBgn0004390	Pp2B-14D	RasGAP1	genetic
FBgn0014020	FBgn0023172	Rho1	RhoGEF2	genetic
FBgn0015589	FBgn0003371	Apc	sgg	genetic
FBgn0004647	FBgn0284084	N	wg	genetic
FBgn0000463	FBgn0011591	Delta	fng	genetic
FBgn0283531	FBgn0033853	Duox	Nadk1a	genetic
FBgn0003319	FBgn0287873	Sb	zip	genetic
FBgn0003997	FBgn0036180	hid	Duba	genetic
FBgn0003169	FBgn0004103	put	Pp1-87B	genetic
FBgn0010382	FBgn0082617	CycE	S(CycE<up>JP</up>)68S10	genetic
FBgn0011766	FBgn0003371	E2f1	sgg	genetic
FBgn0025641	FBgn0001961	DAAM	Arpc1	genetic
FBgn0016641	FBgn0003256	PTP-ER	rl	genetic
FBgn0000414	FBgn0000578	Dab	ena	genetic
FBgn0033483	FBgn0020496	egr	CtBP	genetic
FBgn0262699	FBgn0003447	fzr	sn	genetic
FBgn0250874	FBgn0034948	ttm50	PPP1R15	genetic
FBgn0004198	FBgn0032213	ct	Sph35	genetic
FBgn0004569	FBgn0032480	aos	Edem2	genetic
FBgn0004644	FBgn0001079	hh	fu	genetic
FBgn0015946	FBgn0010379	grim	Akt	genetic
FBgn0050077	FBgn0001961	Blos1	Arpc1	genetic
FBgn0011829	FBgn0084972	Ret	l(3)S016805	genetic
FBgn0004635	FBgn0004569	rho	aos	genetic
FBgn0005386	FBgn0027655	ash1	htt	genetic
FBgn0263112	FBgn0013770	Mitf	CtsL1	genetic
FBgn0265598	FBgn0027594	Bx	drpr	genetic
FBgn0001624	FBgn0010385	dlg1	Def	genetic
FBgn0003896	FBgn0003963	tup	ush	genetic
FBgn0003205	FBgn0003256	Ras85D	rl	genetic
FBgn0003448	FBgn0004858	sna	elB	genetic
FBgn0265623	FBgn0003330	Su(z)2	Sce	genetic
FBgn0003944	FBgn0000541	Ubx	E(bx)	genetic
FBgn0003996	FBgn0010825	w	Gug	genetic
FBgn0005632	FBgn0003118	faf	pnt	genetic
FBgn0013733	FBgn0014020	shot	Rho1	genetic
FBgn0039507	FBgn0000541	mrt	E(bx)	genetic
FBgn0086676	FBgn0024179	spin	wit	genetic
FBgn0004647	FBgn0010269	N	Dsor1	genetic
FBgn0003124	FBgn0035640	polo	mad2	genetic
FBgn0052703	FBgn0033782	Erk7	sug	genetic
FBgn0000017	FBgn0024277	Abl	trio	genetic
FBgn0003205|FBgn0039044|FBgn0010382|FBgn0288966	FBgn0010269	Ras85D|p53|CycE|Med	Dsor1	genetic
FBgn0250732	FBgn0010226	gfzf	GstS1	genetic
FBgn0000463	FBgn0031879	Delta	uif	genetic
FBgn0002989	FBgn0026417	okr	Hus1-like	genetic
FBgn0003087	FBgn0001086	pim	fzy	genetic
FBgn0288433	FBgn0284084	L	wg	genetic
FBgn0285896|FBgn0020299	FBgn0011206	btl|stumps	bol	genetic
FBgn0040011	FBgn0086708	Slmap	stv	genetic
FBgn0039955	FBgn0024179	CG41099	wit	genetic
FBgn0011706	FBgn0031622	rpr	CG3251	genetic
FBgn0034970	FBgn0034371	yki	Ntan1	genetic
FBgn0000273	FBgn0000490	Pka-C1	dpp	genetic
FBgn0033266	FBgn0004864	Socs44A	hop	genetic
FBgn0032901	FBgn0031450	sky	Hrs	genetic
FBgn0015664	FBgn0021872	Dref	Xbp1	genetic
FBgn0004859	FBgn0261617	ci	nej	genetic
FBgn0003997	FBgn0004390|FBgn0028484	hid	RasGAP1|Ack	genetic
FBgn0026160	FBgn0264922	tna	Sumo	genetic
FBgn0013343	FBgn0083236	Syx1A	EP364	genetic
FBgn0000212	FBgn0262955	brm	Polr2B	genetic
FBgn0003205	FBgn0000382	Ras85D	csw	genetic
FBgn0034641	FBgn0260962	mahj	pic	genetic
FBgn0020306	FBgn0029094	dom	asf1	genetic
FBgn0001169	FBgn0000499	H	dsh	genetic
FBgn0262955	FBgn0025135	Polr2B	su(RpII140<up>Z36</up>)S12	genetic
FBgn0004657	FBgn0289556	mys	blo	genetic
FBgn0053276	FBgn0032054	Urm1	Uba4	genetic
FBgn0029870	FBgn0261955	Marf	Cs1	genetic
FBgn0041100	FBgn0030013	park	GIIIspla2	genetic
FBgn0003380	FBgn0262593	Sh	Shab	genetic
FBgn0003731	FBgn0027053	Egfr	CSN5	genetic
FBgn0014006	FBgn0000527	Ask1	e	genetic
FBgn0032876	FBgn0013765	Cen	cnn	genetic
FBgn0029891	FBgn0011672	Pink1	Mvl	genetic
FBgn0000499	FBgn0287873	dsh	zip	genetic
FBgn0000147	FBgn0003124	aurA	polo	genetic
FBgn0040305	FBgn0062412	MTF-1	Ctr1B	genetic
FBgn0034763	FBgn0020381	RYBP	Dredd	genetic
FBgn0039705	FBgn0264089	Atg16	sli	genetic
FBgn0000212	FBgn0027335	brm	Rip11	genetic
FBgn0003944	FBgn0013263	Ubx	Trl	genetic
FBgn0011706	FBgn0001248	rpr	Idh	genetic
FBgn0028582	FBgn0015286	lqf	Rala	genetic
FBgn0004635	FBgn0004101	rho	bs	genetic
FBgn0261786	FBgn0262214	mi	mir-929	genetic
FBgn0003862|FBgn0005386	FBgn0000588	trx|ash1	esc	genetic
FBgn0011715	FBgn0003865	Snr1	tsg	genetic
FBgn0028471	FBgn0010453	Nab2	Wnt4	genetic
FBgn0003984	FBgn0003731	vn	Egfr	genetic
FBgn0035049	FBgn0243586	Mmp1	Tb	genetic
FBgn0025635	FBgn0053864	Hinfp	His1:CG33864	genetic
FBgn0005631	FBgn0002543	robo1	robo2	genetic
FBgn0010382	FBgn0000212	CycE	brm	genetic
FBgn0015799	FBgn0003997	Rbf	hid	genetic
FBgn0011758	FBgn0001965	B-H1	Sos	genetic
FBgn0261722	FBgn0243512	fwe	puc	genetic
FBgn0027287	FBgn0000352	Gmap	cos	genetic
FBgn0261953	FBgn0004647	TfAP-2	N	genetic
FBgn0020248	FBgn0003716	stet	tkv	genetic
FBgn0033224	FBgn0000711	Nop17l	flw	genetic
FBgn0004861	FBgn0004860	ph-p	ph-d	genetic
FBgn0035050	FBgn0052220	SiaT	Csas	genetic
FBgn0003410	FBgn0011666	sina	msi	genetic
FBgn0003090	FBgn0005632	pk	faf	genetic
FBgn0003117	FBgn0035427	pnr	ckd	genetic
FBgn0002576	FBgn0005561	lz	sv	genetic
FBgn0011706	FBgn0260635	rpr	Diap1	genetic
FBgn0010414	FBgn0015279	SerT	Pi3K92E	genetic
FBgn0000463	FBgn0028582	Delta	lqf	genetic
FBgn0264785	FBgn0011787	Hph	mRpL12	genetic
FBgn0264959	FBgn0000229	Src42A	bsk	genetic
FBgn0000137	FBgn0287768	ase	esg	genetic
FBgn0024291	FBgn0000229	Sirt1	bsk	genetic
FBgn0027598	FBgn0262517	cindr	Ltn1	genetic
FBgn0263289	FBgn0001297	scrib	kay	genetic
FBgn0000546	FBgn0015799	EcR	Rbf	genetic
FBgn0003175	FBgn0004635	px	rho	genetic
FBgn0015279|FBgn0022739	FBgn0283472	Pi3K92E|btl::Egfr	S6k	genetic
FBgn0000490	FBgn0261617	dpp	nej	genetic
FBgn0265598	FBgn0011591	Bx	fng	genetic
FBgn0004583	FBgn0262451	ex	mir-ban	genetic
FBgn0015946	FBgn0015247	grim	Diap2	genetic
FBgn0002906|FBgn0263831	FBgn0003479	Blm|Gen	spn-A	genetic
FBgn0011300	FBgn0085450	babo	Snoo	genetic
FBgn0026379	FBgn0003366	Pten	sev	genetic
FBgn0004394	FBgn0002973	pdm2	numb	genetic
FBgn0003716	FBgn0024846	tkv	p38b	genetic
FBgn0002914	FBgn0004106	Myb	Cdk1	genetic
FBgn0260440	FBgn0004647	spdo	N	genetic
FBgn0262057	FBgn0028990	Spn77Ba	Spn27A	genetic
FBgn0029891	FBgn0000370	Pink1	crc	genetic
FBgn0024234	FBgn0005590	gbb	scw	genetic
FBgn0039044	FBgn0003205	p53	Ras85D	genetic
FBgn0004050	FBgn0003996|FBgn0011646	z	w|Low	genetic
FBgn0035713	FBgn0030420	velo	pira	genetic
FBgn0039302	FBgn0288660	Nup358	Nup358::RanGAP	genetic
FBgn0010303	FBgn0041100	hep	park	genetic
FBgn0026379	FBgn0000524	Pten	dx	genetic
FBgn0002914|FBgn0029800	FBgn0023509	Myb|lin-52	mip130	genetic
FBgn0260400	FBgn0010263	elav	Rbp9	genetic
FBgn0010397	FBgn0052672	LamC	Atg8a	genetic
FBgn0001624	FBgn0033483|FBgn0262473	dlg1	egr|Tl	genetic
FBgn0085408	FBgn0000578	Shrm	ena	genetic
FBgn0261456	FBgn0034970	hpo	yki	genetic
FBgn0285954	FBgn0286784	caz	TER94	genetic
FBgn0011758	FBgn0001965	B-H1	Sos	genetic
FBgn0031414|FBgn0259210	FBgn0005536	eys|prom	Mbs	genetic
FBgn0260397	FBgn0000577	Su(var)3-3	en	genetic
FBgn0001085	FBgn0000463	fz	Delta	genetic
FBgn0003205|FBgn0263289	FBgn0001297	Ras85D|scrib	kay	genetic
FBgn0003079	FBgn0002031	Raf	Phb1	genetic
FBgn0036641	FBgn0033902	Smn	eIF3m	genetic
FBgn0261456	FBgn0023143	hpo	Uba1	genetic
FBgn0000173	FBgn0026323	ben	Tak1	genetic
FBgn0014847	FBgn0263933	Egfr::tor	ebi	genetic
FBgn0260962	FBgn0034641	pic	mahj	genetic
FBgn0005632|FBgn0028582	FBgn0011217	faf|lqf	eff	genetic
FBgn0033247	FBgn0033272	Nup44A	RagC-D	genetic
FBgn0001075	FBgn0031030	ft	Tao	genetic
FBgn0023174	FBgn0036255	Prosβ2	Atg12	genetic
FBgn0031655	FBgn0004050	Marcal1	z	genetic
FBgn0000490	FBgn0003460	dpp	so	genetic
FBgn0004647	FBgn0001169	N	H	genetic
FBgn0004110	FBgn0004606	tin	zfh1	genetic
FBgn0011592	FBgn0262733	fra	Src64B	genetic
FBgn0287873	FBgn0000317	zip	ck	genetic
FBgn0033853	FBgn0053156	Nadk1a	Nadk1b	genetic
FBgn0003997	FBgn0263987	hid	spoon	genetic
FBgn0045843	FBgn0027835	RacGAP84C	Dp1	genetic
FBgn0003997	FBgn0022027	hid	Vps25	genetic
FBgn0025641	FBgn0015838	DAAM	Vang	genetic
FBgn0011640	FBgn0002413	lark	dco	genetic
FBgn0264272	FBgn0045034	mwh	ultA	genetic
FBgn0015609	FBgn0010194	CadN	Wnt5	genetic
FBgn0004034	FBgn0003567	y	su(Hw)	genetic
FBgn0003256	FBgn0003607	rl	Su(var)205	genetic
FBgn0265598	FBgn0025373	Bx	Fpps	genetic
FBgn0032901	FBgn0014010	sky	Rab5	genetic
FBgn0002781	FBgn0023158	mod(mdg4)	Su(mg)2-1	genetic
FBgn0026150	FBgn0026598	ApepP	Apc2	genetic
